case_name,model_name,collision,collocation,nh,Time,nb_iter,calc_time
poly-field-5,cinematic,2023,RadauIIA-2,101,6.8850216259666155,992,67.72399997711182
poly-field-5,dynamic,2012,RadauIIA-2,101,13.511842390111656,1000,80.92300009727478
poly-field-5,dynamic,2017,RadauIIA-2,101,3.770826163459123,242,14.628000020980835
poly-field-5,dynamic,2017 penetration,RadauIIA-2,101,3.6984546677677317,296,16.948999881744385
poly-field-5,dynamic,2023,RadauIIA-2,101,3.2642959442003985,49,4.727999925613403
poly-field-7,cinematic,2012,implicit_Euler,51,6.152295248052216,100,3.9149999618530273
poly-field-7,cinematic,2017,implicit_Euler,51,6.9815574455485,258,9.010999917984009
poly-field-7,cinematic,2017 penetration,implicit_Euler,51,9.449695582701908,247,12.930000066757202
poly-field-7,cinematic,2023,implicit_Euler,51,6.184648201940309,91,4.53600001335144
poly-field-7,dynamic,2012,implicit_Euler,51,3.4689883427689736,140,7.3450000286102295
poly-field-7,dynamic,2017,implicit_Euler,51,3.1509382500555896,230,8.608000040054321
poly-field-7,dynamic,2017 penetration,implicit_Euler,51,5.5998368508282494,589,17.909000158309937
poly-field-7,dynamic,2023,implicit_Euler,51,3.1777368130159562,86,4.023000001907349
poly-field-7,cinematic,2012,Runge_Kutta,51,6.152263568167247,161,6.489000082015991
poly-field-7,cinematic,2017,Runge_Kutta,51,7.0021473421091915,154,5.210000038146973
poly-field-7,cinematic,2017 penetration,Runge_Kutta,51,7.577111685214584,231,8.443000078201294
poly-field-7,cinematic,2023,Runge_Kutta,51,6.183939415072011,100,4.670000076293945
poly-field-7,dynamic,2012,Runge_Kutta,51,3.1511125669668423,268,21.564000129699707
poly-field-7,dynamic,2017,Runge_Kutta,51,3.151161125598155,214,8.594000101089478
poly-field-7,dynamic,2017 penetration,Runge_Kutta,51,4.8154579376148074,276,9.88100004196167
poly-field-7,dynamic,2023,Runge_Kutta,51,3.1773542081324986,82,4.256999969482422
poly-field-7,cinematic,2012,Crank_Nicolson,51,7.049138457546438,227,11.59500002861023
poly-field-7,cinematic,2017,Crank_Nicolson,51,6.981557445548499,155,5.434000015258789
poly-field-7,cinematic,2017 penetration,Crank_Nicolson,51,6.152297607956567,254,8.748999834060669
poly-field-7,cinematic,2023,Crank_Nicolson,51,6.18464820185557,86,5.200999975204468
poly-field-7,dynamic,2012,Crank_Nicolson,51,3.1508871002020156,236,13.345999956130981
poly-field-7,dynamic,2017,Crank_Nicolson,51,3.15093825005559,304,14.940999984741211
poly-field-7,dynamic,2017 penetration,Crank_Nicolson,51,4.955593508217131,243,9.151999950408936
poly-field-7,dynamic,2023,Crank_Nicolson,51,3.177736813016088,77,3.7809998989105225
poly-field-7,cinematic,2012,RadauIIA-2,51,6.151560255441071,150,6.238999843597412
poly-field-7,cinematic,2017,RadauIIA-2,51,7.247799305252038,185,5.351999998092651
poly-field-7,cinematic,2017 penetration,RadauIIA-2,51,7.559447025495463,261,6.499000072479248
poly-field-7,cinematic,2023,RadauIIA-2,51,6.183821171072301,90,3.2160000801086426
poly-field-7,dynamic,2012,RadauIIA-2,51,3.1509291691946033,313,17.04100012779236
poly-field-7,dynamic,2017,RadauIIA-2,51,4.44156472698567,301,8.220999956130981
poly-field-7,dynamic,2017 penetration,RadauIIA-2,51,3.81456333892636,449,14.141000032424927
poly-field-7,dynamic,2023,RadauIIA-2,51,3.177560727614039,76,3.1649999618530273
poly-field-7,cinematic,2012,implicit_Euler,101,13.05261998149875,1000,96.72300004959106
poly-field-7,cinematic,2017,implicit_Euler,101,6.087231908200741,327,16.70899987220764
poly-field-7,cinematic,2017 penetration,implicit_Euler,101,12.064025542252972,293,16.450000047683716
poly-field-7,cinematic,2023,implicit_Euler,101,6.11795146511377,99,8.127000093460083
poly-field-7,dynamic,2012,implicit_Euler,101,4.504636179565899,1000,93.78900003433228
poly-field-7,dynamic,2017,implicit_Euler,101,3.1723994662479873,529,34.30200004577637
poly-field-7,dynamic,2017 penetration,implicit_Euler,101,3.8310148253631464,910,76.99900007247925
poly-field-7,dynamic,2023,implicit_Euler,101,3.19925811109084,65,6.340000152587891
poly-field-7,cinematic,2012,Runge_Kutta,101,6.086732956294251,468,49.347999811172485
poly-field-7,cinematic,2017,Runge_Kutta,101,6.916349599555717,303,22.0
poly-field-7,cinematic,2017 penetration,Runge_Kutta,101,6.0867379029851385,555,42.06699991226196
poly-field-7,cinematic,2023,Runge_Kutta,101,6.117287593451406,92,10.19700002670288
poly-field-7,dynamic,2012,Runge_Kutta,101,3.166201026437198,1000,124.72500014305115
poly-field-7,dynamic,2017,Runge_Kutta,101,3.172344903495656,401,26.759999990463257
poly-field-7,dynamic,2017 penetration,Runge_Kutta,101,3.1722984837644033,859,55.19599986076355
poly-field-7,dynamic,2023,Runge_Kutta,101,3.1989126490571094,104,10.448000192642212
poly-field-7,cinematic,2012,Crank_Nicolson,101,37.54036751992466,1000,104.73399996757507
poly-field-7,cinematic,2017,Crank_Nicolson,101,6.979806634500494,370,27.655999898910522
poly-field-7,cinematic,2017 penetration,Crank_Nicolson,101,6.087178328505126,576,35.33299994468689
poly-field-7,cinematic,2023,Crank_Nicolson,101,6.1179514651137765,95,10.243000030517578
poly-field-7,dynamic,2012,Crank_Nicolson,101,3.172348065285288,391,102.76999998092651
poly-field-7,dynamic,2017,Crank_Nicolson,101,3.1723994662479873,528,39.02500009536743
poly-field-7,dynamic,2017 penetration,Crank_Nicolson,101,3.172352688455453,747,49.49000000953674
poly-field-7,dynamic,2023,Crank_Nicolson,101,3.1992581110907765,123,14.624000072479248
poly-field-7,cinematic,2012,RadauIIA-2,101,10.870120219637323,1000,124.44800019264221
poly-field-7,cinematic,2017,RadauIIA-2,101,6.952574408017341,331,22.0239999294281
poly-field-7,cinematic,2017 penetration,RadauIIA-2,101,6.087041852124918,563,35.61500000953674
poly-field-7,cinematic,2023,RadauIIA-2,101,6.117679451108721,102,10.336999893188477
poly-field-7,dynamic,2012,RadauIIA-2,101,3.1989298007079636,1000,108.27400016784668
poly-field-7,dynamic,2017,RadauIIA-2,101,3.8492325396882614,386,32.884000062942505
poly-field-7,dynamic,2017 penetration,RadauIIA-2,101,3.1723412316869593,867,69.87200021743774
poly-field-7,dynamic,2023,RadauIIA-2,101,3.199158694185553,75,13.460000038146973
poly-field-11,cinematic,2012,implicit_Euler,51,6.2789535449517695,99,8.249000072479248
poly-field-11,cinematic,2017,implicit_Euler,51,11.940402542153254,208,97.87400007247925
poly-field-11,cinematic,2017 penetration,implicit_Euler,51,8.960650406598845,218,8.555000066757202
poly-field-11,cinematic,2023,implicit_Euler,51,7.067836262762936,92,4.5950000286102295
poly-field-11,dynamic,2012,implicit_Euler,51,3.2095085745802465,162,7.832000017166138
poly-field-11,dynamic,2017,implicit_Euler,51,3.8893214600517356,195,5.93999981880188
poly-field-11,dynamic,2017 penetration,implicit_Euler,51,5.0571711010904625,239,8.277999877929688
poly-field-11,dynamic,2023,implicit_Euler,51,3.2435690534776955,423,20.894999980926514
poly-field-11,cinematic,2012,Runge_Kutta,51,9.048242784723753,1000,70.26099991798401
poly-field-11,cinematic,2017,Runge_Kutta,51,8.106813775766556,241,8.634000062942505
poly-field-11,cinematic,2017 penetration,Runge_Kutta,51,8.951675027747292,228,9.359999895095825
poly-field-11,cinematic,2023,Runge_Kutta,51,6.746919591584112,109,5.881999969482422
poly-field-11,dynamic,2012,Runge_Kutta,51,3.9740605715744444,1000,78.17700004577637
poly-field-11,dynamic,2017,Runge_Kutta,51,4.379328301152715,253,12.944999933242798
poly-field-11,dynamic,2017 penetration,Runge_Kutta,51,4.641222138409531,269,13.00600004196167
poly-field-11,dynamic,2023,Runge_Kutta,51,3.2439627197348204,313,18.32200002670288
poly-field-11,cinematic,2012,Crank_Nicolson,51,6.278953544951572,250,14.683000087738037
poly-field-11,cinematic,2017,Crank_Nicolson,51,10.339896655486037,194,5.313999891281128
poly-field-11,cinematic,2017 penetration,Crank_Nicolson,51,8.955876469965547,213,5.202000141143799
poly-field-11,cinematic,2023,Crank_Nicolson,51,6.816643924983208,106,3.7360000610351562
poly-field-11,dynamic,2012,Crank_Nicolson,51,3.5154381920793956,153,5.414999961853027
poly-field-11,dynamic,2017,Crank_Nicolson,51,3.286399496140163,203,4.776000022888184
poly-field-11,dynamic,2017 penetration,Crank_Nicolson,51,5.028099891189751,367,7.881999969482422
poly-field-11,dynamic,2023,Crank_Nicolson,51,3.243569053477696,270,17.57699990272522
poly-field-11,cinematic,2012,RadauIIA-2,51,6.2787968312306175,98,2.2929999828338623
poly-field-11,cinematic,2017,RadauIIA-2,51,10.395909371966656,244,5.0259997844696045
poly-field-11,cinematic,2017 penetration,RadauIIA-2,51,5454.129164534002,1000,21.384000062942505
poly-field-11,cinematic,2023,RadauIIA-2,51,6.320555320085463,120,5.763000011444092
poly-field-11,dynamic,2012,RadauIIA-2,51,3.920976920988021,172,10.371999979019165
poly-field-11,dynamic,2017,RadauIIA-2,51,3.2863621267434096,249,15.444999933242798
poly-field-11,dynamic,2017 penetration,RadauIIA-2,51,5.0272361351463895,384,7.993000030517578
poly-field-11,dynamic,2023,RadauIIA-2,51,3.243736371898221,304,9.056999921798706
poly-field-11,cinematic,2012,implicit_Euler,101,6.2129312412685795,109,5.973999977111816
poly-field-11,cinematic,2017,implicit_Euler,101,8.542632621314125,365,22.252000093460083
poly-field-11,cinematic,2017 penetration,implicit_Euler,101,7.084353027094217,378,23.689000129699707
poly-field-11,cinematic,2023,implicit_Euler,101,6.2533941080748345,123,14.421000003814697
poly-field-11,dynamic,2012,implicit_Euler,101,35.08171111531286,1000,681.1619999408722
poly-field-11,dynamic,2017,implicit_Euler,101,4.461037147305786,354,40.503000020980835
poly-field-11,dynamic,2017 penetration,implicit_Euler,101,4.5790768956022925,735,68.87000012397766
poly-field-11,dynamic,2023,implicit_Euler,101,3.2659585446300006,326,31.733999967575073
poly-field-11,cinematic,2012,Runge_Kutta,101,8.18789801013053,1000,144.01600003242493
poly-field-11,cinematic,2017,Runge_Kutta,101,7.083649892154874,309,26.609000205993652
poly-field-11,cinematic,2017 penetration,Runge_Kutta,101,7.3708807168774415,399,25.8989999294281
poly-field-11,cinematic,2023,Runge_Kutta,101,6.253744127310082,92,7.840000152587891
poly-field-11,dynamic,2012,Runge_Kutta,101,3.2315282452901912,334,36.79299998283386
poly-field-11,dynamic,2017,Runge_Kutta,101,5.099814505776669,260,19.438999891281128
poly-field-11,dynamic,2017 penetration,Runge_Kutta,101,4.228880291888967,725,49.47500014305115
poly-field-11,dynamic,2023,Runge_Kutta,101,3.266283890290339,69,6.884000062942505
poly-field-11,cinematic,2012,Crank_Nicolson,101,6.2129312412685795,189,17.346999883651733
poly-field-11,cinematic,2017,Crank_Nicolson,101,7.371014925699576,373,22.66000008583069
poly-field-11,cinematic,2017 penetration,Crank_Nicolson,101,7.084353027074766,505,29.490000009536743
poly-field-11,cinematic,2023,Crank_Nicolson,101,6.253394108074835,121,11.344000101089478
poly-field-11,dynamic,2012,Crank_Nicolson,101,3.532663977571024,500,62.80200004577637
poly-field-11,dynamic,2017,Crank_Nicolson,101,4.45835786901191,432,28.45299983024597
poly-field-11,dynamic,2017 penetration,Crank_Nicolson,101,5.1012365896235305,541,37.723999977111816
poly-field-11,dynamic,2023,Crank_Nicolson,101,3.2659585446280435,281,23.44099998474121
poly-field-11,cinematic,2012,RadauIIA-2,101,6.212807935177039,115,8.60700011253357
poly-field-11,cinematic,2017,RadauIIA-2,101,7.369821631330683,310,19.793999910354614
poly-field-11,cinematic,2017 penetration,RadauIIA-2,101,7.084186262865386,379,23.06599998474121
poly-field-11,cinematic,2023,RadauIIA-2,101,6.253300603865134,92,7.827999830245972
poly-field-11,dynamic,2012,RadauIIA-2,101,3.6676468982877943,1000,91.0550000667572
poly-field-11,dynamic,2017,RadauIIA-2,101,4.4606076499083525,348,32.2260000705719
poly-field-11,dynamic,2017 penetration,RadauIIA-2,101,5.110642270411658,523,32.88600015640259
poly-field-11,dynamic,2023,RadauIIA-2,101,3.2661004048456705,91,8.342000007629395
poly-field-14,cinematic,2012,implicit_Euler,51,6.490821912005201,124,5.391000032424927
poly-field-14,cinematic,2017,implicit_Euler,51,8.134720351209559,185,5.264000177383423
poly-field-14,cinematic,2017 penetration,implicit_Euler,51,9.919015461438482,271,8.23799991607666
poly-field-14,cinematic,2023,implicit_Euler,51,6.549794984887552,433,17.891000032424927
poly-field-14,dynamic,2012,implicit_Euler,51,3.3681816246255636,988,75.32099986076355
poly-field-14,dynamic,2017,implicit_Euler,51,4.649832918455077,223,7.508000135421753
poly-field-14,dynamic,2017 penetration,implicit_Euler,51,4.649788454026549,208,7.245000123977661
poly-field-14,dynamic,2023,implicit_Euler,51,3.4032402410116127,66,2.9140000343322754
poly-field-14,cinematic,2012,Runge_Kutta,51,6.486424336504772,84,3.942999839782715
poly-field-14,cinematic,2017,Runge_Kutta,51,8.18940132137941,185,6.924000024795532
poly-field-14,cinematic,2017 penetration,Runge_Kutta,51,6.486427837416126,167,6.450999975204468
poly-field-14,cinematic,2023,Runge_Kutta,51,6.5446160743991335,557,25.38100004196167
poly-field-14,dynamic,2012,Runge_Kutta,51,3.367335497674246,280,14.200000047683716
poly-field-14,dynamic,2017,Runge_Kutta,51,3.3390985937267397,190,7.694000005722046
poly-field-14,dynamic,2017 penetration,Runge_Kutta,51,4.642373923511116,189,7.0329999923706055
poly-field-14,dynamic,2023,Runge_Kutta,51,3.4019968993673264,281,13.531000137329102
poly-field-14,cinematic,2012,Crank_Nicolson,51,6.4908219120052015,143,6.607000112533569
poly-field-14,cinematic,2017,Crank_Nicolson,51,8.607475916314208,170,5.291000127792358
poly-field-14,cinematic,2017 penetration,Crank_Nicolson,51,8.408726134366571,253,7.872999906539917
poly-field-14,cinematic,2023,Crank_Nicolson,51,6.549794983905881,455,23.43500018119812
poly-field-14,dynamic,2012,Crank_Nicolson,51,4.635878311782294,415,23.831000089645386
poly-field-14,dynamic,2017,Crank_Nicolson,51,3.9523925104627766,131,4.327000141143799
poly-field-14,dynamic,2017 penetration,Crank_Nicolson,51,4.64978845402655,321,10.141000032424927
poly-field-14,dynamic,2023,Crank_Nicolson,51,3.4032402410116127,66,2.9169998168945312
poly-field-14,cinematic,2012,RadauIIA-2,51,6.675771520907783,1000,44.25200009346008
poly-field-14,cinematic,2017,RadauIIA-2,51,9.307090828920334,138,4.184000015258789
poly-field-14,cinematic,2017 penetration,RadauIIA-2,51,8.412962807665426,229,7.023999929428101
poly-field-14,cinematic,2023,RadauIIA-2,51,6.54757435393651,96,4.16100001335144
poly-field-14,dynamic,2012,RadauIIA-2,51,3.3681063548819092,348,16.312999963760376
poly-field-14,dynamic,2017,RadauIIA-2,51,3.338849089349693,169,5.571000099182129
poly-field-14,dynamic,2017 penetration,RadauIIA-2,51,3.9439781353201813,471,15.057000160217285
poly-field-14,dynamic,2023,RadauIIA-2,51,3.4030586624707424,482,21.34599995613098
poly-field-14,cinematic,2012,implicit_Euler,101,9.795528657688132,1000,92.35699987411499
poly-field-14,cinematic,2017,implicit_Euler,101,6.451686741431303,254,15.003999948501587
poly-field-14,cinematic,2017 penetration,implicit_Euler,101,6.413370486248002,507,30.496000051498413
poly-field-14,cinematic,2023,implicit_Euler,101,6.470457465175719,89,8.765000104904175
poly-field-14,dynamic,2012,implicit_Euler,101,3.3883984083267786,320,30.7739999294281
poly-field-14,dynamic,2017,implicit_Euler,101,4.178634413985205,254,16.14199995994568
poly-field-14,dynamic,2017 penetration,implicit_Euler,101,3.388403745704211,392,24.051999807357788
poly-field-14,dynamic,2023,implicit_Euler,101,3.4235923454117048,382,32.00500011444092
poly-field-14,cinematic,2012,Runge_Kutta,101,6.913780748594634,262,27.09500002861023
poly-field-14,cinematic,2017,Runge_Kutta,101,6.451203865837907,376,29.997999906539917
poly-field-14,cinematic,2017 penetration,Runge_Kutta,101,6.412464674634444,610,42.48300004005432
poly-field-14,cinematic,2023,Runge_Kutta,101,9.239902796759,1000,95.86199998855591
poly-field-14,dynamic,2012,Runge_Kutta,101,1339.2319816437323,1000,148.16799998283386
poly-field-14,dynamic,2017,Runge_Kutta,101,3.357828886526619,289,22.43999981880188
poly-field-14,dynamic,2017 penetration,Runge_Kutta,101,4.666164060704887,273,26.02900004386902
poly-field-14,dynamic,2023,Runge_Kutta,101,3.423398937461665,59,20.70899987220764
poly-field-14,cinematic,2012,Crank_Nicolson,101,6.641512927580318,1000,94.40499997138977
poly-field-14,cinematic,2017,Crank_Nicolson,101,6.451686741431304,323,24.294000148773193
poly-field-14,cinematic,2017 penetration,Crank_Nicolson,101,6.975682793187755,467,29.443000078201294
poly-field-14,cinematic,2023,Crank_Nicolson,101,6.470457465175719,111,9.901000022888184
poly-field-14,dynamic,2012,Crank_Nicolson,101,2885.0137361250845,1000,139.56100010871887
poly-field-14,dynamic,2017,Crank_Nicolson,101,3.357478119920519,428,29.71500015258789
poly-field-14,dynamic,2017 penetration,Crank_Nicolson,101,4.144195224570428,576,39.58399987220764
poly-field-14,dynamic,2023,Crank_Nicolson,101,3.4235923454117043,682,60.52900004386902
poly-field-14,cinematic,2012,RadauIIA-2,101,9340.161335285758,1000,181.57500004768372
poly-field-14,cinematic,2017,RadauIIA-2,101,6.451450750442881,222,13.875
poly-field-14,cinematic,2017 penetration,RadauIIA-2,101,7.03598289036576,595,38.7279999256134
poly-field-14,cinematic,2023,RadauIIA-2,101,6.911639648597469,269,29.096999883651733
poly-field-14,dynamic,2012,RadauIIA-2,101,369.2333704318226,1000,136.34500002861023
poly-field-14,dynamic,2017,RadauIIA-2,101,3.357616228542847,351,24.031999826431274
poly-field-14,dynamic,2017 penetration,RadauIIA-2,101,3.4875555225964923,1000,56.88499999046326
poly-field-14,dynamic,2023,RadauIIA-2,101,3.606603903974881,1000,93.54200005531311
