case_name,model_name,collision,collocation,nh,Time,nb_iter,calc_time
poly-field-5,dynamic,2023,implicit_Euler,101,3.264261808272135,54,4.809000015258789
poly-field-5,cinematic,2012,Runge_Kutta,101,9.146672474417503,1000,169.90400004386902
poly-field-5,cinematic,2017,Runge_Kutta,101,6.861867992413037,393,46.32299995422363
poly-field-5,cinematic,2017 penetration,Runge_Kutta,101,6.208069194881341,343,22.27999997138977
poly-field-5,cinematic,2023,Runge_Kutta,101,6.238196897556226,84,7.006999969482422
poly-field-5,dynamic,2012,Runge_Kutta,101,3.244364974141898,913,92.46599984169006
poly-field-5,dynamic,2017,Runge_Kutta,101,3.244404057871829,373,35.438000202178955
poly-field-5,dynamic,2017 penetration,Runge_Kutta,101,5.227370968510143,428,31.164999961853027
poly-field-5,dynamic,2023,Runge_Kutta,101,3.264324947117384,129,12.348999977111816
poly-field-5,cinematic,2012,Crank_Nicolson,101,6.208492522818607,109,8.858999967575073
poly-field-5,cinematic,2017,Crank_Nicolson,101,8.181555742949259,202,11.729000091552734
poly-field-5,cinematic,2017 penetration,Crank_Nicolson,101,6.19682773240591,501,27.624000072479248
poly-field-5,cinematic,2023,Crank_Nicolson,101,6.238708621105847,93,6.398999929428101
poly-field-5,dynamic,2012,Crank_Nicolson,101,3.2442939617949333,95,14.872000217437744
poly-field-5,dynamic,2017,Crank_Nicolson,101,4.094865881937433,310,18.87000012397766
poly-field-5,dynamic,2017 penetration,Crank_Nicolson,101,3.406492118668053,430,28.628000020980835
poly-field-5,dynamic,2023,Crank_Nicolson,101,3.2642618081585204,131,11.459999799728394
poly-field-5,cinematic,2012,RadauIIA-2,101,6.208299116598937,106,8.009999990463257
poly-field-5,cinematic,2017,RadauIIA-2,101,8.143180028322456,298,18.247999906539917
poly-field-5,cinematic,2017 penetration,RadauIIA-2,101,6.196752114202702,360,21.378999948501587
